"id","name","category","subcategory","description","price","image_url","in_stock","created_at","updated_at","brand","series","material","features","specifications","dimensions","weight","color","model","sku","capacity","variants"
"1245","Lotus 3/2","Household","Baskets & Racks","Lotus 3/2 from Multipurpose Rack",,,"true",2025-07-27T07:05:49.288Z,2025-07-27T07:05:49.288Z,"Shivaya","Multipurpose Rack",,,,,,,,,,
"1246","Tower 3/2","Household","Baskets & Racks","Tower 3/2 from Multipurpose Rack",,,"true",2025-07-27T07:05:49.288Z,2025-07-27T07:05:49.288Z,"Shivaya","Multipurpose Rack",,,,,,,,,,
"1247","Liza 3/2","Household","Baskets & Racks","Liza 3/2 from Multipurpose Rack",,,"true",2025-07-27T07:05:49.288Z,2025-07-27T07:05:49.288Z,"Shivaya","Multipurpose Rack",,,,,,,,,,
"1248","Dux 3/2","Household","Baskets & Racks","Dux 3/2 from Multipurpose Rack",,,"true",2025-07-27T07:05:49.288Z,2025-07-27T07:05:49.288Z,"Shivaya","Multipurpose Rack",,,,,,,,,,
"1249","11 + 1 PC","Household","Bathroom Accessories","11 + 1 PC from Glamour Bathroom Set",,,"true",2025-07-27T07:05:49.288Z,2025-07-27T07:05:49.288Z,"Shivaya","Glamour Bathroom Set",,,,,,,,,,
"1250","11 PC","Household","Bathroom Accessories","11 PC from Maxx Bathroom Set",,,"true",2025-07-27T07:05:49.288Z,2025-07-27T07:05:49.288Z,"Shivaya","Maxx Bathroom Set",,,,,,,,,,
"1251","9 + 1 PC","Household","Bathroom Accessories","9 + 1 PC from Grand Bathroom Set",,,"true",2025-07-27T07:05:49.288Z,2025-07-27T07:05:49.288Z,"Shivaya","Grand Bathroom Set",,,,,,,,,,
"1252","8 + 1 PC","Household","Bathroom Accessories","8 + 1 PC from Supreme Bathroom Set",,,"true",2025-07-27T07:05:49.288Z,2025-07-27T07:05:49.288Z,"Shivaya","Supreme Bathroom Set",,,,,,,,,,
"1253","6 PC","Household","Bathroom Accessories","6 PC from Galaxy Bathroom Set",,,"true",2025-07-27T07:05:49.288Z,2025-07-27T07:05:49.288Z,"Shivaya","Galaxy Bathroom Set",,,,,,,,,,
"1254","6 PC","Household","Bathroom Accessories","6 PC from Sunshine Bathroom Set",,,"true",2025-07-27T07:05:49.288Z,2025-07-27T07:05:49.288Z,"Shivaya","Sunshine Bathroom Set",,,,,,,,,,
"1255","6 PC","Household","Bathroom Accessories","6 PC from Ronak Bathroom Set",,,"true",2025-07-27T07:05:49.288Z,2025-07-27T07:05:49.288Z,"Shivaya","Ronak Bathroom Set",,,,,,,,,,
"1256","6 PC","Household","Bathroom Accessories","6 PC from Glory Bathroom Set",,,"true",2025-07-27T07:05:49.288Z,2025-07-27T07:05:49.288Z,"Shivaya","Glory Bathroom Set",,,,,,,,,,
"1257","44 PC","Kitchenware","Dinner Sets","44 PC from Royal Dinner Set",,,"true",2025-07-27T07:05:49.288Z,2025-07-27T07:05:49.288Z,"Shivaya","Royal Dinner Set",,,,,,,,,,
"1258","30 PC","Kitchenware","Dinner Sets","30 PC from Khatta Mittha Dinner Set",,,"true",2025-07-27T07:05:49.288Z,2025-07-27T07:05:49.288Z,"Shivaya","Khatta Mittha Dinner Set",,,,,,,,,,
"1259","13 PC","Kitchenware","Dinner Sets","13 PC from Kitkat Dinner Set",,,"true",2025-07-27T07:05:49.288Z,2025-07-27T07:05:49.288Z,"Shivaya","Kitkat Dinner Set",,,,,,,,,,
"1260","14 PC","Kitchenware","Dinner Sets","14 PC from Mithas Dinner Set",,,"true",2025-07-27T07:05:49.288Z,2025-07-27T07:05:49.288Z,"Shivaya","Mithas Dinner Set",,,,,,,,,,
"1261","13 PC","Kitchenware","Dinner Sets","13 PC from Dawat Dinner Set",,,"true",2025-07-27T07:05:49.288Z,2025-07-27T07:05:49.288Z,"Shivaya","Dawat Dinner Set",,,,,,,,,,
"1262","32 PC","Kitchenware","Dinner Sets","32 PC from Kitchen Kart Dinner Set",,,"true",2025-07-27T07:05:49.288Z,2025-07-27T07:05:49.288Z,"Shivaya","Kitchen Kart Dinner Set",,,,,,,,,,
"1263","30 PC","Kitchenware","Dinner Sets","30 PC from Mitha Namkeen Set",,,"true",2025-07-27T07:05:49.288Z,2025-07-27T07:05:49.288Z,"Shivaya","Mitha Namkeen Set",,,,,,,,,,
"1264","10 PC","Kitchenware","Dinner Sets","10 PC from Snacks Set",,,"true",2025-07-27T07:05:49.288Z,2025-07-27T07:05:49.288Z,"Shivaya","Snacks Set",,,,,,,,,,
"1265","13 PC","Kitchenware","Dinner Sets","13 PC from Perk Set",,,"true",2025-07-27T07:05:49.288Z,2025-07-27T07:05:49.288Z,"Shivaya","Perk Set",,,,,,,,,,
"1266","12 PC","Kitchenware","Dinner Sets","12 PC from Soup Bowl Set",,,"true",2025-07-27T07:05:49.288Z,2025-07-27T07:05:49.288Z,"Shivaya","Soup Bowl Set",,,,,,,,,,
"1267","Serving Bowl 1","Household","Donga & Bowl","Serving Bowl 1 from Serving Bowl",,,"true",2025-07-27T07:05:49.288Z,2025-07-27T07:05:49.288Z,"Shivaya","Serving Bowl",,,,,,,,,,
"1268","Serving Bowl 2","Household","Donga & Bowl","Serving Bowl 2 from Serving Bowl",,,"true",2025-07-27T07:05:49.288Z,2025-07-27T07:05:49.288Z,"Shivaya","Serving Bowl",,,,,,,,,,
"1269","Serving Bowl 2 Deluxe Printed","Household","Donga & Bowl","Serving Bowl 2 Deluxe Printed from Serving Bowl",,,"true",2025-07-27T07:05:49.288Z,2025-07-27T07:05:49.288Z,"Shivaya","Serving Bowl",,,,,,,,,,
"1270","Serving Bowl 3 Deluxe","Household","Donga & Bowl","Serving Bowl 3 Deluxe from Serving Bowl",,,"true",2025-07-27T07:05:49.288Z,2025-07-27T07:05:49.288Z,"Shivaya","Serving Bowl",,,,,,,,,,
"1271","Serving Bowl 3 Deluxe Printed","Household","Donga & Bowl","Serving Bowl 3 Deluxe Printed from Serving Bowl",,,"true",2025-07-27T07:05:49.288Z,2025-07-27T07:05:49.288Z,"Shivaya","Serving Bowl",,,,,,,,,,
"1272","13 PC","Household","Donga & Bowl","13 PC from Plaza Bowl Set",,,"true",2025-07-27T07:05:49.288Z,2025-07-27T07:05:49.288Z,"Shivaya","Plaza Bowl Set",,,,,,,,,,
"1273","13 PC","Household","Donga & Bowl","13 PC from Vivo Bowl Set",,,"true",2025-07-27T07:05:49.288Z,2025-07-27T07:05:49.288Z,"Shivaya","Vivo Bowl Set",,,,,,,,,,
"1274","Square Plate Big 6 PC","Household","Plates & Trays","Square Plate Big 6 PC from Plates",,,"true",2025-07-27T07:05:49.288Z,2025-07-27T07:05:49.288Z,"Shivaya","Plates",,,,,,,,,,
"1275","Square Plate Small 6 PC","Household","Plates & Trays","Square Plate Small 6 PC from Plates",,,"true",2025-07-27T07:05:49.288Z,2025-07-27T07:05:49.288Z,"Shivaya","Plates",,,,,,,,,,
"1276","Round Plate Small 6 PC","Household","Plates & Trays","Round Plate Small 6 PC from Plates",,,"true",2025-07-27T07:05:49.288Z,2025-07-27T07:05:49.288Z,"Shivaya","Plates",,,,,,,,,,
"1277","Round Plate Big 6 PC (P)","Household","Plates & Trays","Round Plate Big 6 PC (P) from Plates",,,"true",2025-07-27T07:05:49.288Z,2025-07-27T07:05:49.288Z,"Shivaya","Plates",,,,,,,,,,
"1278","Curver Plate Small 6 PC","Household","Plates & Trays","Curver Plate Small 6 PC from Plates",,,"true",2025-07-27T07:05:49.288Z,2025-07-27T07:05:49.288Z,"Shivaya","Plates",,,,,,,,,,
"1279","Curver Plate Big 6 PC (P)","Household","Plates & Trays","Curver Plate Big 6 PC (P) from Plates",,,"true",2025-07-27T07:05:49.289Z,2025-07-27T07:05:49.289Z,"Shivaya","Plates",,,,,,,,,,
"1280","Tray 101 Small","Household","Plates & Trays","Tray 101 Small from Trays",,,"true",2025-07-27T07:05:49.289Z,2025-07-27T07:05:49.289Z,"Shivaya","Trays",,,,,,,,,,
"1281","Tray 102 Medium","Household","Plates & Trays","Tray 102 Medium from Trays",,,"true",2025-07-27T07:05:49.289Z,2025-07-27T07:05:49.289Z,"Shivaya","Trays",,,,,,,,,,
"1282","Tray 103 Big","Household","Plates & Trays","Tray 103 Big from Trays",,,"true",2025-07-27T07:05:49.289Z,2025-07-27T07:05:49.289Z,"Shivaya","Trays",,,,,,,,,,
"1283","Tray Elegance Small/Medium/Big","Household","Plates & Trays","Tray Elegance Small/Medium/Big from Trays",,,"true",2025-07-27T07:05:49.289Z,2025-07-27T07:05:49.289Z,"Shivaya","Trays",,,,,,,,,,
"1284","Elegance Tray Set 3 PC (SMB)","Household","Plates & Trays","Elegance Tray Set 3 PC (SMB) from Trays",,,"true",2025-07-27T07:05:49.289Z,2025-07-27T07:05:49.289Z,"Shivaya","Trays",,,,,,,,,,
"1285","Mahak Tray Set 3 PC (SMB)","Household","Plates & Trays","Mahak Tray Set 3 PC (SMB) from Trays",,,"true",2025-07-27T07:05:49.289Z,2025-07-27T07:05:49.289Z,"Shivaya","Trays",,,,,,,,,,
"1286","Vivo Tray","Household","Plates & Trays","Vivo Tray from Trays",,,"true",2025-07-27T07:05:49.289Z,2025-07-27T07:05:49.289Z,"Shivaya","Trays",,,,,,,,,,
"1287","Curver Bowl Small 6 PC Set","Household","Plates & Trays","Curver Bowl Small 6 PC Set from Bowls",,,"true",2025-07-27T07:05:49.289Z,2025-07-27T07:05:49.289Z,"Shivaya","Bowls",,,,,,,,,,
"1288","Curver Bowl Big 3 PC Set","Household","Plates & Trays","Curver Bowl Big 3 PC Set from Bowls",,,"true",2025-07-27T07:05:49.289Z,2025-07-27T07:05:49.289Z,"Shivaya","Bowls",,,,,,,,,,
"1289","Round Bowl Small 6 PC Set","Household","Plates & Trays","Round Bowl Small 6 PC Set from Bowls",,,"true",2025-07-27T07:05:49.289Z,2025-07-27T07:05:49.289Z,"Shivaya","Bowls",,,,,,,,,,
"1290","Square Bowl Small 6 PC Set","Household","Plates & Trays","Square Bowl Small 6 PC Set from Bowls",,,"true",2025-07-27T07:05:49.289Z,2025-07-27T07:05:49.289Z,"Shivaya","Bowls",,,,,,,,,,
"1291","Square Bowl Big 3 PC Set","Household","Plates & Trays","Square Bowl Big 3 PC Set from Bowls",,,"true",2025-07-27T07:05:49.289Z,2025-07-27T07:05:49.289Z,"Shivaya","Bowls",,,,,,,,,,
"1292","Masala Box 800","Kitchenware","Masala Box & Roti Box","Masala Box 800 from Masala Box",,,"true",2025-07-27T07:05:49.289Z,2025-07-27T07:05:49.289Z,"Shivaya","Masala Box",,,,,,,,,,
"1293","Masala Box 800 Printed","Kitchenware","Masala Box & Roti Box","Masala Box 800 Printed from Masala Box",,,"true",2025-07-27T07:05:49.289Z,2025-07-27T07:05:49.289Z,"Shivaya","Masala Box",,,,,,,,,,
"1294","Masala Box 801","Kitchenware","Masala Box & Roti Box","Masala Box 801 from Masala Box",,,"true",2025-07-27T07:05:49.289Z,2025-07-27T07:05:49.289Z,"Shivaya","Masala Box",,,,,,,,,,
"1295","Masala Box 801 Printed","Kitchenware","Masala Box & Roti Box","Masala Box 801 Printed from Masala Box",,,"true",2025-07-27T07:05:49.289Z,2025-07-27T07:05:49.289Z,"Shivaya","Masala Box",,,,,,,,,,
"1296","Masala Box 803","Kitchenware","Masala Box & Roti Box","Masala Box 803 from Masala Box",,,"true",2025-07-27T07:05:49.289Z,2025-07-27T07:05:49.289Z,"Shivaya","Masala Box",,,,,,,,,,
"1297","Masala Box 805 Printed (Box Packing)","Kitchenware","Masala Box & Roti Box","Masala Box 805 Printed (Box Packing) from Masala Box",,,"true",2025-07-27T07:05:49.289Z,2025-07-27T07:05:49.289Z,"Shivaya","Masala Box",,,,,,,,,,
"1298","Masala Box 806 Printed","Kitchenware","Masala Box & Roti Box","Masala Box 806 Printed from Masala Box",,,"true",2025-07-27T07:05:49.289Z,2025-07-27T07:05:49.289Z,"Shivaya","Masala Box",,,,,,,,,,
"1299","Study Table Printed","Household","Miscellaneous Items","Study Table Printed from Miscellaneous Items",,,"true",2025-07-27T07:05:49.289Z,2025-07-27T07:05:49.289Z,"Shivaya",,,,,,,,,,,
"1300","Bed Table Printed","Household","Miscellaneous Items","Bed Table Printed from Miscellaneous Items",,,"true",2025-07-27T07:05:49.289Z,2025-07-27T07:05:49.289Z,"Shivaya",,,,,,,,,,,
"1301","Study Table","Household","Miscellaneous Items","Study Table from Miscellaneous Items",,,"true",2025-07-27T07:05:49.289Z,2025-07-27T07:05:49.289Z,"Shivaya",,,,,,,,,,,
"1302","Kids Table Printed","Household","Miscellaneous Items","Kids Table Printed from Miscellaneous Items",,,"true",2025-07-27T07:05:49.289Z,2025-07-27T07:05:49.289Z,"Shivaya",,,,,,,,,,,
"1303","S Bed Table","Household","Miscellaneous Items","S Bed Table from Miscellaneous Items",,,"true",2025-07-27T07:05:49.289Z,2025-07-27T07:05:49.289Z,"Shivaya",,,,,,,,,,,
"1304","Baby Carry","Household","Miscellaneous Items","Baby Carry from Miscellaneous Items",,,"true",2025-07-27T07:05:49.289Z,2025-07-27T07:05:49.289Z,"Shivaya",,,,,,,,,,,
"1305","Babli Small Printed","Household","Miscellaneous Items","Babli Small Printed from Miscellaneous Items",,,"true",2025-07-27T07:05:49.289Z,2025-07-27T07:05:49.289Z,"Shivaya",,,,,,,,,,,
"1306","Babli Big Printed","Household","Miscellaneous Items","Babli Big Printed from Miscellaneous Items",,,"true",2025-07-27T07:05:49.289Z,2025-07-27T07:05:49.289Z,"Shivaya",,,,,,,,,,,
"1307","Baby Potty 123","Household","Miscellaneous Items","Baby Potty 123 from Miscellaneous Items",,,"true",2025-07-27T07:05:49.289Z,2025-07-27T07:05:49.289Z,"Shivaya",,,,,,,,,,,
"1308","All Purpose Stand","Household","Miscellaneous Items","All Purpose Stand from Miscellaneous Items",,,"true",2025-07-27T07:05:49.289Z,2025-07-27T07:05:49.289Z,"Shivaya",,,,,,,,,,,
"1309","Hanger Honda/Zen/Volvo/Twister","Household","Miscellaneous Items","Hanger Honda/Zen/Volvo/Twister from Miscellaneous Items",,,"true",2025-07-27T07:05:49.289Z,2025-07-27T07:05:49.289Z,"Shivaya",,,,,,,,,,,
"1310","Soap Case 700","Household","Soapcase & Multi Stand","Soap Case 700 from Soap Case",,,"true",2025-07-27T07:05:49.289Z,2025-07-27T07:05:49.289Z,"Shivaya","Soap Case",,,,,,,,,,
"1311","Royal Soap Case 701","Household","Soapcase & Multi Stand","Royal Soap Case 701 from Soap Case",,,"true",2025-07-27T07:05:49.289Z,2025-07-27T07:05:49.289Z,"Shivaya","Soap Case",,,,,,,,,,
"1312","Soap Case 703","Household","Soapcase & Multi Stand","Soap Case 703 from Soap Case",,,"true",2025-07-27T07:05:49.289Z,2025-07-27T07:05:49.289Z,"Shivaya","Soap Case",,,,,,,,,,
"1313","Soap Case 703 New Printed","Household","Soapcase & Multi Stand","Soap Case 703 New Printed from Soap Case",,,"true",2025-07-27T07:05:49.289Z,2025-07-27T07:05:49.289Z,"Shivaya","Soap Case",,,,,,,,,,
"1314","Soap Case 704","Household","Soapcase & Multi Stand","Soap Case 704 from Soap Case",,,"true",2025-07-27T07:05:49.289Z,2025-07-27T07:05:49.289Z,"Shivaya","Soap Case",,,,,,,,,,
"1315","Soap Case 705","Household","Soapcase & Multi Stand","Soap Case 705 from Soap Case",,,"true",2025-07-27T07:05:49.289Z,2025-07-27T07:05:49.289Z,"Shivaya","Soap Case",,,,,,,,,,
"1316","Soap Case 706","Household","Soapcase & Multi Stand","Soap Case 706 from Soap Case",,,"true",2025-07-27T07:05:49.289Z,2025-07-27T07:05:49.289Z,"Shivaya","Soap Case",,,,,,,,,,
"1317","Multi Purpose Stand 1704","Household","Soapcase & Multi Stand","Multi Purpose Stand 1704 from Multi Purpose Stand",,,"true",2025-07-27T07:05:49.289Z,2025-07-27T07:05:49.289Z,"Shivaya","Multi Purpose Stand",,,,,,,,,,
"1318","All Purpose Stand","Household","Soapcase & Multi Stand","All Purpose Stand from Multi Purpose Stand",,,"true",2025-07-27T07:05:49.289Z,2025-07-27T07:05:49.289Z,"Shivaya","Multi Purpose Stand",,,,,,,,,,
"1319","Cutlery 1703","Household","Soapcase & Multi Stand","Cutlery 1703 from Multi Purpose Stand",,,"true",2025-07-27T07:05:49.289Z,2025-07-27T07:05:49.289Z,"Shivaya","Multi Purpose Stand",,,,,,,,,,
"1320","Viola 1705","Household","Soapcase & Multi Stand","Viola 1705 from Multi Purpose Stand",,,"true",2025-07-27T07:05:49.289Z,2025-07-27T07:05:49.289Z,"Shivaya","Multi Purpose Stand",,,,,,,,,,
"1321","Rio 1706","Household","Soapcase & Multi Stand","Rio 1706 from Multi Purpose Stand",,,"true",2025-07-27T07:05:49.289Z,2025-07-27T07:05:49.289Z,"Shivaya","Multi Purpose Stand",,,,,,,,,,
"1322","Planter 6","Household","Soapcase & Multi Stand","Planter 6 from Planter",,,"true",2025-07-27T07:05:49.289Z,2025-07-27T07:05:49.289Z,"Shivaya","Planter",,,,,,,,,,
"1323","Planter 8","Household","Soapcase & Multi Stand","Planter 8 from Planter",,,"true",2025-07-27T07:05:49.289Z,2025-07-27T07:05:49.289Z,"Shivaya","Planter",,,,,,,,,,
"1324","Planter 10","Household","Soapcase & Multi Stand","Planter 10 from Planter",,,"true",2025-07-27T07:05:49.290Z,2025-07-27T07:05:49.290Z,"Shivaya","Planter",,,,,,,,,,
"1325","Planter 12","Household","Soapcase & Multi Stand","Planter 12 from Planter",,,"true",2025-07-27T07:05:49.290Z,2025-07-27T07:05:49.290Z,"Shivaya","Planter",,,,,,,,,,
"1326","Planter 14","Household","Soapcase & Multi Stand","Planter 14 from Planter",,,"true",2025-07-27T07:05:49.290Z,2025-07-27T07:05:49.290Z,"Shivaya","Planter",,,,,,,,,,
"1327","Planter 16","Household","Soapcase & Multi Stand","Planter 16 from Planter",,,"true",2025-07-27T07:05:49.290Z,2025-07-27T07:05:49.290Z,"Shivaya","Planter",,,,,,,,,,
"1328","Planter 18","Household","Soapcase & Multi Stand","Planter 18 from Planter",,,"true",2025-07-27T07:05:49.290Z,2025-07-27T07:05:49.290Z,"Shivaya","Planter",,,,,,,,,,
"1329","Bottom Plate 2 No.","Household","Soapcase & Multi Stand","Bottom Plate 2 No. from Bottom Plate",,,"true",2025-07-27T07:05:49.290Z,2025-07-27T07:05:49.290Z,"Shivaya","Bottom Plate",,,,,,,,,,
"1330","Bottom Plate 4 No.","Household","Soapcase & Multi Stand","Bottom Plate 4 No. from Bottom Plate",,,"true",2025-07-27T07:05:49.290Z,2025-07-27T07:05:49.290Z,"Shivaya","Bottom Plate",,,,,,,,,,
"1331","Dustpan 241","Household","Soapcase & Multi Stand","Dustpan 241 from Dustpan",,,"true",2025-07-27T07:05:49.290Z,2025-07-27T07:05:49.290Z,"Shivaya","Dustpan",,,,,,,,,,
"1332","Dustpan 242","Household","Soapcase & Multi Stand","Dustpan 242 from Dustpan",,,"true",2025-07-27T07:05:49.290Z,2025-07-27T07:05:49.290Z,"Shivaya","Dustpan",,,,,,,,,,
"1333","Dustpan 243","Household","Soapcase & Multi Stand","Dustpan 243 from Dustpan",,,"true",2025-07-27T07:05:49.290Z,2025-07-27T07:05:49.290Z,"Shivaya","Dustpan",,,,,,,,,,
